institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
IIT-Delhi,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,16,204
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,AP,Gender-Neutral,SC-PWD,0,16,16
IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,16,16
IIT-Delhi,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,1,16,16
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL-PWD,0,16,16
IIT-Madras,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,16,16
IIT-Madras,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,16,37
IIT-Kharagpur,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,17,20
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,17,17
IIT-Kharagpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,17,86
IIT-Madras,Biological Sciences,5 Years,BS + MS (IDD),AI,Gender-Neutral,ST,1,17,680
IIT-Kharagpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,17,42
IIT-Kharagpur,Agricultural and Food Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,17,17
IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,1,17,17
IIT-Tirupati,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,17,17
IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,17,17
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST-PWD,0,17,17
IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS-PWD,0,17,17
IIT-Kharagpur,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,17,48
IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,18,18
IIT-Delhi,Engineering and Computational Mechanics,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,18,18
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,18,56
IIT-Delhi,Energy Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,18,18
IIT-(BHU) Varanasi,Pharmaceutics,4 Years,B.Pharm,AI,Gender-Neutral,ST,0,18,445
IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL-PWD,0,18,18
IIT-Kanpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,18,48
NIT-Rourkela,Architecture,5 Years,B.Arch,OS,Gender-Neutral,ST,0,18,158
IIT-Madras,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,18,61
IIT-Roorkee,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,18,18
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,18,18
IIT-Madras,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,18,18
IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,18,18
NIT-Calicut,Architecture,5 Years,B.Arch,HS,Female-Only,SC,0,18,124
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,18,48
NIT-Jaipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,18,28
IIT-Tirupati,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,18,25
IIT-Madras,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,19,74
IIT-Kharagpur,Mathematics and Computing,4 Years,BSc,AI,Gender-Neutral,GEN-EWS-PWD,1,19,19
IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,19,37
NIT-Tiruchirappalli,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,19,19
IIT-Kharagpur,Electronics and Electrical Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,19,43
IIT-Madras,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,19,93
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,19,66
NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,19,19
NIT-Allahabad,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,19,207
IIT-Delhi,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,19,35
IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,19,19
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST-PWD,0,19,19
IIT-Kanpur,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,20,58
IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,0,20,20
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,20,21
IIT-Roorkee,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,20,174
IIT-Kharagpur,Mathematics and Computing,5 Years,Int MSc.,AI,Gender-Neutral,GEN-EWS-PWD,1,20,20
IIT-Bombay,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,20,117
IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,20,59
IIT-Roorkee,Geological Technology,5 Years,Int M.Tech,AI,Gender-Neutral,ST,1,20,826
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,20,40
NIT-Bhopal,Planning,4 Years,B.Plan,OS,Gender-Neutral,ST,0,20,402
IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,20,1102
IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,20,809
IIT-Kharagpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,20,53
IIT-Kanpur,Economics,4 Years,BSc,AI,Gender-Neutral,ST,0,21,990
NIT-Rourkela,Architecture,5 Years,B.Arch,HS,Gender-Neutral,ST,0,21,349
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,21,21
IIT-Delhi,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,21,34
IIT-Bombay,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,21,111
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,21,21
IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,21,45
NIT-Warangal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,21,21
IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,21,161
IIT-Guwahati,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,22,159
IIT-Bombay,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,22,422
IIT-Delhi,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,22,22
IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,22,26
IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,1,22,43
IIT-Kanpur,Economics,4 Years,BSc,AI,Gender-Neutral,ST,1,22,574
IIT-(ISM) Dhanbad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,22,239
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,22,32
IIT-Kanpur,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,23,106
IIT-Madras,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,23,26
IIT-Indore,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,23,105
IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,23,23
IIT-Kanpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,23,61
IIT-Madras,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,23,23
IIT-Roorkee,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,23,23
IIT-Madras,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,23,366
IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,23,88
NIT-Nagpur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,23,23
IIT-Patna,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,23,23
IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,24,24
NIT-Tiruchirappalli,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,24,24
IIT-Bhubaneswar,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,24,24
IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,1,24,24
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,24,24
NIT-Jaipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,24,4566
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,24,24
IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,24,24
IIT-Roorkee,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,24,39
IIT-Madras,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,25,158
IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS-PWD,1,25,25
NIT-Calicut,Architecture,5 Years,B.Arch,HS,Female-Only,GEN,0,25,972
NIT-Tiruchirappalli,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,25,53
NIT-Tiruchirappalli,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,25,25
IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,25,75
IIT-Kanpur,Mathematics and Scientific Computing,4 Years,BSc,AI,Gender-Neutral,GEN-PWD,0,25,153
IIT-Madras,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,26,200
IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,26,109
IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,26,26
IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,26,1234
NIT-Warangal,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,26,26
NIT-Tiruchirappalli,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,26,26
IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,26,167
IIT-Madras,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,26,67
IIT-(ISM) Dhanbad,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,26,76
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,26,76
IIT-Kanpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,26,99
IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,ST,0,26,253
IIT-(BHU) Varanasi,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,27,49
IIT-Kanpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,27,27
NIT-Calicut,Architecture,5 Years,B.Arch,HS,Gender-Neutral,GEN,0,27,1668
IIT-Kanpur,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,27,118
IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,27,107
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,27,27
IIT-Kharagpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,27,105
NIT-Tiruchirappalli,Architecture,5 Years,B.Arch,OS,Female-Only,ST,0,27,27
IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,27,338
IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,27,954
IIT-Kanpur,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,28,83
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,28,373
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST-PWD,0,28,28
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,28,28
IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,28,28
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Female-Only,ST,0,28,86
IIT-(ISM) Dhanbad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,28,43
IIT-Roorkee,Bio Technology,4 Years,B.Tech,AI,Gender-Neutral,ST,0,28,1084
IIT-Madras,Engineering Design,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,28,95
IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,28,28
IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,1,28,304
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Gender-Neutral,SC,0,28,358
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,28,28
IIT-Madras,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,1,29,36
IIT-Kanpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,29,91
IIT-Jodhpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,29,56
NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,29,1879
IIT-Bombay,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,29,106
IIT-Madras,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,29,80
IIT-Kharagpur,Economics,5 Years,Int MSc.,AI,Gender-Neutral,GEN-PWD,0,29,29
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,29,156
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,29,95
IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,29,142
IIT-Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,29,29
IIT-Kanpur,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,29,29
IIT-Kharagpur,Quality Engineering Design and Manufacturing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,30,981
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,30,880
IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,30,119
IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,30,131
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,30,30
IIT-Madras,Engineering Design,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,1,30,70
IIT-Bombay,Electrical Engineering with M.Tech. in Microelectronics,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,30,30
IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,30,80
IIT-(BHU) Varanasi,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,31,31
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Gender-Neutral,GEN-PWD,0,31,254
NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,31,176
IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,31,31
IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,31,850
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,31,31
IIT-Bhubaneswar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS-PWD,1,31,31
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,32,32
IIT-Kharagpur,Physics,5 Years,Int MSc.,AI,Gender-Neutral,ST,0,32,1074
IIT-Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,32,32
IIT-Madras,Engineering Design,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,1,32,87
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,32,32
IIT-(ISM) Dhanbad,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,32,81
IIT-(BHU) Varanasi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL-PWD,1,32,32
IIT-Delhi,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,32,192
IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,32,224
IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS,0,32,66
NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,32,111
IIT-Gandhinagar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,32,32
IIT-Roorkee,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,32,254
NIT-Warangal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,32,32
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,32,310
IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,32,482
IIT-Roorkee,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,32,87
NIT-Rourkela,Architecture,5 Years,B.Arch,OS,Gender-Neutral,SC,0,32,291
IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,33,39
NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,33,33
IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,33,130
IIT-Kharagpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL-PWD,0,33,33
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST-PWD,0,33,33
NIT-Bhopal,Planning,4 Years,B.Plan,OS,Gender-Neutral,SC,0,33,730
NIT-Patna,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST-PWD,0,33,33
IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,33,396
IIT-Palakkad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,33,33
IIT-(ISM) Dhanbad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,34,113
NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,34,77
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,34,2156
IIT-Kanpur,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,1,34,34
IIT-Kanpur,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,34,103
NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,34,513
IIT-Madras,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,34,629
IIT-Madras,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,34,185
IIT-Kharagpur,Mathematics and Computing,5 Years,Int MSc.,AI,Gender-Neutral,OBC-NCL-PWD,1,34,34
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,35,135
IIT-Kharagpur,Civil Engineering with any of the listed specialization,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,35,35
IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,35,203
IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,SC,0,35,80
IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,35,119
NIT-Warangal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,35,35
IIT-Kanpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,35,236
IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,35,93
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,ST-PWD,0,35,69
IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL-PWD,0,36,36
NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,36,36
NIT-Tiruchirappalli,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,36,138
IIT-Bombay,Economics,4 Years,BSc,AI,Gender-Neutral,OBC-NCL-PWD,0,36,36
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,36,39
NIT-Jalandhar,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,36,36
NIT-Tiruchirappalli,Architecture,5 Years,B.Arch,OS,Gender-Neutral,GEN-EWS,0,36,158
IIT-Madras,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,36,100
IIT-Kharagpur,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS,0,36,109
NIT-Warangal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,36,217
IIT-Ropar,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,36,36
IIT-Kharagpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL-PWD,1,37,37
NIT-Bhopal,Planning,4 Years,B.Plan,OS,Female-Only,ST,0,37,371
IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,37,521
IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,37,155
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,37,104
IIT-Bhubaneswar,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,37,166
IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,37,103
IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,1,37,606
IIT-(ISM) Dhanbad,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,37,56
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,37,54
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,37,689
NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST-PWD,0,38,38
