institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
NIT-Nagaland,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,11734,14905
NIT-Jalandhar,Textile Technology,4 Years,B.Tech,HS,Female-Only,SC,0,11761,12791
NIT-Raipur,Mining Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,11771,23810
NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11772,15574
NIT-Uttarakhand,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,11793,30897
NIT-Jaipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,11796,19823
NIT-Jalandhar,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11801,18773
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,11803,22782
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,11805,21136
NIT-Delhi,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,11807,16879
IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,11822,19046
IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,11827,17238
IIT-Palakkad,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,11834,20906
NIT-Silchar,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11857,16043
NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,OBC-NCL,0,11873,19926
NIT-Jalandhar,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11903,17909
NIT-Jaipur,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,11920,22984
NIT-Calicut,Engineering Physics,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11922,15654
NIT-Patna,Mathematics,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,11929,14211
NIT-Durgapur,Chemistry,5 Years,Int MSc.,OS,Gender-Neutral,OBC-NCL,0,11934,14375
NIT-Hamirpur,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,11964,14204
NIT-Rourkela,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,11984,13498
IIT-Bhubaneswar,Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,11996,13352
NIT-Jamshedpur,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12018,17402
NIT-Tiruchirappalli,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,12021,12021
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,12117,16452
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12167,16444
NIT-Agartala,Production Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,12193,15723
NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,JK,Gender-Neutral,GEN-EWS,0,12207,37143
IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,12229,19316
NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,12250,20714
NIT-Patna,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12265,18821
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,12270,29325
IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,12275,18437
NIT-Raipur,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,12310,13183
IIT-Kharagpur,Physics,4 Years,BSc,AI,Female-Only,GEN,0,12311,15633
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12311,22611
NIT-Jalandhar,Information Technology,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12316,25202
NIT-Raipur,Mining Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,12332,21885
NIT-Jamshedpur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12333,16374
NIT-Srinagar,Civil Engineering,4 Years,B.Tech,JK,Gender-Neutral,GEN-EWS,0,12343,24813
IIT-(ISM) Dhanbad,Environmental Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12353,20474
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,12357,18474
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,12362,22215
NIT-Rourkela,Life Science,5 Years,Int MSc.,OS,Gender-Neutral,OBC-NCL,0,12364,16251
NIT-Jalandhar,Information Technology,4 Years,B.Tech,HS,Female-Only,GEN,0,12368,22750
NIT-Srinagar,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,12383,16005
NIT-Srinagar,Information Technology,4 Years,B.Tech,JK,Female-Only,SC,0,12396,12396
NIT-Rourkela,Mathematics,5 Years,Int MSc.,HS,Gender-Neutral,GEN,0,12399,52664
NIT-Agartala,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,12400,15659
NIT-Calicut,Production Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,12410,20255
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12416,19325
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,12426,16317
NIT-Raipur,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12434,16868
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,12438,18947
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,12442,18796
NIT-Tiruchirappalli,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12469,13701
NIT-Calicut,Bio Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12486,12932
NIT-Rourkela,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12495,26500
NIT-Calicut,Materials Science and Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12496,13902
NIT-Surat,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12506,17700
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,AP,Gender-Neutral,GEN,0,12526,17063
IIT-Bhubaneswar,Civil Engineering and M.Tech. in Environmental Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,12526,19556
NIT-Raipur,Bio Medical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,12528,15612
IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,12533,17472
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12537,19052
NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12539,18017
NIT-Raipur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,12547,22803
NIT-Patna,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12562,15402
NIT-Durgapur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12582,18086
NIT-Jamshedpur,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12594,18050
NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12629,18817
NIT-Jamshedpur,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12636,26506
NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),OS,Female-Only,OBC-NCL,0,12644,17541
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,12655,17388
NIT-Jaipur,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12656,15866
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,12658,22195
NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12659,17267
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12662,29596
NIT-Raipur,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12676,16736
NIT-Bhopal,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12680,15741
NIT-Agartala,Production Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,12711,26827
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12732,26365
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,12743,17440
NIT-Patna,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12778,16401
NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,12794,48910
NIT-Rourkela,Bio Medical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,12800,39116
NIT-Agartala,Engineering Physics,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,ST,0,12802,19792
NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,12811,12811
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,12821,19384
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,12824,17560
IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12841,21252
NIT-Allahabad,Bio Technology,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,12844,14757
NIT-Surat,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,12848,23624
NIT-Hamirpur,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12848,18828
NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12859,19582
IIT-Jammu,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12865,19786
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12868,16123
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,12873,31759
NIT-Jalandhar,Industrial and Production Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12906,20383
IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12913,18927
NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,12926,18875
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12935,20301
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12937,18653
IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12948,15894
IIT-(ISM) Dhanbad,Mining Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,12969,21513
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,12981,21004
IIT-Jodhpur,Bio Technology,4 Years,B.Tech,AI,Female-Only,GEN,0,13001,14326
NIT-Agartala,Biotechnology and Biochemical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,13004,46450
NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,13033,43568
IIT-Jammu,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,13053,21056
NIT-Nagaland,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13054,16630
NIT-Bhopal,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,13076,23081
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,13084,22825
NIT-Delhi,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,13087,17667
IIT-(ISM) Dhanbad,Applied Geophysics,5 Years,Int M.Tech,AI,Female-Only,GEN,0,13104,19879
NIT-Kurukshetra,Information Technology,4 Years,B.Tech,HS,Female-Only,ST,0,13106,13728
NIT-Rourkela,Mining Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,13111,20402
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Female-Only,ST,0,13115,19624
NIT-Goa,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13143,15390
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,13158,17255
NIT-Agartala,Chemistry,5 Years,BSc + MSc (IDD),HS,Gender-Neutral,SC,0,13184,35126
NIT-Jalandhar,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,13218,66379
NIT-Calicut,Production Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,13235,15306
NIT-Srinagar,Information Technology,4 Years,B.Tech,JK,Gender-Neutral,GEN-EWS,0,13248,17416
NIT-Calicut,Production Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13268,15656
NIT-Raipur,Bio Technology,4 Years,B.Tech,HS,Female-Only,SC,0,13269,22650
NIT-Hamirpur,Engineering Physics,4 Years,B.Tech,HS,Female-Only,SC,0,13275,13275
IIT-Kharagpur,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,13290,19348
NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13333,19339
NIT-Tiruchirappalli,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,13336,72019
NIT-Hamirpur,Materials Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,13339,27049
NIT-Hamirpur,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,13354,25499
NIT-Patna,Physics,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,13360,13470
NIT-Jalandhar,Information Technology,4 Years,B.Tech,OS,Female-Only,GEN,0,13363,16896
NIT-Agartala,Biotechnology and Biochemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,13394,52562
NIT-Karnataka-Surathkal,Mining Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,13399,27212
NIT-Patna,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13404,19171
NIT-Jalandhar,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13425,17389
NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GO,Gender-Neutral,SC,0,13431,43076
NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,13439,52047
NIT-Durgapur,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,13441,48176
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,13448,26420
NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13450,18279
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,13481,22703
NIT-Calicut,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,13498,37467
NIT-Agartala,Physics,5 Years,BSc + MSc (IDD),HS,Gender-Neutral,SC,0,13502,40273
NIT-Patna,Physics,5 Years,Int MSc.,OS,Gender-Neutral,OBC-NCL,0,13527,14266
NIT-Rourkela,Physics,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,13549,29293
IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,13567,20134
NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,13593,19229
NIT-Jamshedpur,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,13598,25294
NIT-Jalandhar,Bio Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13601,16620
IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,13604,21291
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,AI,Female-Only,GEN,0,13629,20250
NIT-Sikkim,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13631,18265
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,13631,29719
NIT-Raipur,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,13633,26821
NIT-Goa,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13653,15272
NIT-Jalandhar,Industrial and Production Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,13658,16205
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,13664,30314
NIT-Tiruchirappalli,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,13676,28925
NIT-Agartala,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,13685,18991
NIT-Calicut,Materials Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13699,16325
NIT-Karnataka-Surathkal,Mining Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13702,14809
NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,13708,20295
NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,13708,20214
NIT-Uttarakhand,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,13713,24407
NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,13724,37009
NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,OS,Female-Only,GEN,0,13727,21718
NIT-Jalandhar,Textile Technology,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,13731,20096
IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,13733,20939
IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,13745,20712
NIT-Tiruchirappalli,Production Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,13748,21596
NIT-Agartala,Chemistry,5 Years,BSc + MSc (IDD),OS,Gender-Neutral,OBC-NCL,0,13757,16589
IIT-Mandi,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN,0,13757,16360
IIT-(ISM) Dhanbad,Mining Machinery Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,13761,22245
NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,13788,13788
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,13804,13804
NIT-Patna,Chemistry,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,13808,13971
NIT-Agartala,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,13874,32263
NIT-Hamirpur,Engineering Physics,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,13884,26746
NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,13896,13896
NIT-Hamirpur,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13937,18447
NIT-Raipur,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,13942,24279
NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13945,17804
NIT-Rourkela,Bio Medical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13955,18145
NIT-Tiruchirappalli,Production Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,13973,14900
NIT-Uttarakhand,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,13978,13978
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,14014,24945
IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),AI,Female-Only,GEN,0,14017,16901
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14030,23648
NIT-Calicut,Production Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,14037,21783
NIT-Raipur,Information Technology,4 Years,B.Tech,OS,Female-Only,GEN,0,14045,19713
NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14061,16633
NIT-Rourkela,Ceramic Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14080,30879
NIT-Jaipur,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14083,30177
NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14091,23363
NIT-Agartala,Computational Mathematics,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,SC,0,14092,23345
IIT-(ISM) Dhanbad,Mineral Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,14097,19237
NIT-Patna,Mathematics,5 Years,Int MSc.,OS,Gender-Neutral,OBC-NCL,0,14106,14106
NIT-Kurukshetra,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14107,20179
IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,14111,20452
NIT-Kurukshetra,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14118,24965
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14133,39323
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,14136,20904
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,14142,29043
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,14180,14180
NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,JK,Female-Only,SC,0,14185,41131
NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14187,56609
NIT-Durgapur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14216,32602
NIT-Agartala,Physics,5 Years,BSc + MSc (IDD),OS,Gender-Neutral,GEN,0,14231,40304
NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14244,21360
NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14251,21121
NIT-Kurukshetra,Production and Industrial Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14255,19844
NIT-Bhopal,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14273,20850
NIT-Raipur,Bio Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14273,18541
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listedspecializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN,0,14284,14555
NIT-Agartala,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14287,17652
NIT-Jalandhar,Textile Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,14323,20464
NIT-Andhra-Pradesh,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,14336,23190
NIT-Warangal,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,14338,35625
NIT-Uttarakhand,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14362,14362
NIT-Hamirpur,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14374,18130
NIT-Calicut,Engineering Physics,4 Years,B.Tech,HS,Gender-Neutral,ST,0,14389,14389
NIT-Srinagar,Information Technology,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,14409,15347
NIT-Hamirpur,Engineering Physics,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14439,16789
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14441,40789
IIT-(ISM) Dhanbad,Applied Geology,5 Years,Int M.Tech,AI,Female-Only,GEN,0,14450,21265
NIT-Rourkela,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,14458,26370
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14464,18803
NIT-Warangal,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,14482,17428
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,14487,27769
IIT-Gandhinagar,Materials Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,14494,17144
NIT-Bhopal,Mathematics and Data Science,5 Years,Btech + M.Tech (IDD),OS,Female-Only,GEN,0,14496,14496
NIT-Rourkela,Food Process Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14522,17176
NIT-Kurukshetra,Civil Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14525,32325
NIT-Rourkela,Mathematics,5 Years,Int MSc.,HS,Gender-Neutral,OBC-NCL,0,14528,31164
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14541,19542
NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14542,20587
NIT-Raipur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,14547,30636
NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,14581,39030
NIT-Karnataka-Surathkal,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN,0,14593,19546
NIT-Patna,Chemistry,5 Years,Int MSc.,OS,Gender-Neutral,OBC-NCL,0,14602,14939
NIT-Silchar,Civil Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,14618,17854
NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,14629,29018
